winery,wine_name,year,price,score,country,wine_type,pairing,picture,price_quality,Estilo de vino,Contenido de alcohol,country_España,country_Francia,country_Italia,country_Other,flavour_cítrico,flavour_especias,flavour_floral,flavour_fruta negra,flavour_fruta seca,flavour_frutos de árbol,flavour_frutos rojos,flavour_microbio,flavour_roble,flavour_terroso,flavour_tropical,flavour_vegetal
Galius,Saint Emilion Grand Cru,2020,21.95,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/ziDN494xQs64DQgCVaQX6Q_pb_x600.png,5,Burdeos Saint-Emilion (Francia),14.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mottura,Stilio Primitivo di Manduria,2022,13.95,4.2,Italia,2,"Ternera, Cordero, Aves, Pasta",//images.vivino.com/thumbs/jjZBlyVOQb2lsetdgVdA0g_pb_x600.png,4,Primitivo (Italia),14.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Rocca di Frassinello,Bianco,2021,46.95,4.2,Italia,1,"Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/dSauFk3_R8Skg6tj1WFrMw_pb_x600.png,4,Centro Italia Blanco,13.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Costers del Sió,Finca Siós,2021,24.95,4.2,España,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/jxE8UQvuRX2fY_dHQlYZXw_pb_x600.png,4,España Rhône Blend Tinto,15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Montrose,La Dame de Montrose Saint-Estèphe,2015,49.95,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/OuCPyNv9QQierMJsEd59tA_pb_x600.png,5,Burdeos Saint- Estèphe (Francia),13.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Podernuovo a Palazzone,Therra,2022,15.95,4.2,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/TXKxKSN4S7miB5Wqrjv6YQ_pb_x600.png,6,Toscana Tinto (Italia),14.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Château de Valois,Pomerol,2019,34.95,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/DQWWSWFMQ2aegLWZ8NVyJw_pb_x600.png,4,Burdeos Pomerol (Francia),14.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Alto Moncayo,Veraton Garnacha,2020,23.8,4.2,España,2,"Ternera, Cordero, Aves, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/5kPP6RmjTq2f6ub2_lMFtg_pb_x600.png,5,Garnacha (España),15.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Terrazas de los Andes,Grand Malbec,2020,44.95,4.2,Argentina,2,"Ternera, Cordero, Cerdo",//images.vivino.com/thumbs/8rj9NHUuQB6Zf2IH85wZhg_pb_x600.png,4,Argentinian Mendoza Malbec Red,14.5,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Château Kirwan,Charmes de Kirwan Margaux,2020,32.95,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/aLRQmhHBS6OdsLSrF0wBrw_pb_x600.png,5,Burdeos Margaux (Francia),13.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Barbanera,Collezione Famiglia Vecciano Toscana,2021,11.95,4.2,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/SxdoIMJ4Sh-5iBeHweONXQ_pb_x600.png,6,Toscana Tinto (Italia),14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Domaine Laroche,Chablis Premier Cru ‘Les Fourchaumes Vieilles Vignes’,2022,42.95,4.2,Francia,1,"Cerdo, Marisco, Pescado azul, Queso tierno y cremoso",//images.vivino.com/thumbs/3wQt8GhoSxGQ0AbWV37dqQ_pb_x600.png,4,Borgoña Chablis (Francia),12.5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bodegas Piqueras,Vendimia Seleccionada Monastrell - Garnacha Tintorera,2019,15.95,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/vN_bxEEGTLipS9bb406i2w_pb_x600.png,5,Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Marlborough Sun,Sauvignon Blanc,2023,10.95,4.2,New Zealand,1,"Marisco, Vegetariana, Queso de leche de cabra",//images.vivino.com/thumbs/HUd1YqCsQjS657o-rAtXJg_pb_x600.png,4,Sauvignon Blanc (Nueva Zelanda),12.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Cellier des Princes,Le Blason du Prince Châteauneuf-du-Pape,2022,26.95,4.2,Francia,2,"Cordero, Cerdo, Aves",//images.vivino.com/thumbs/HfPt6Nt0Rf-Lkl1uNEj0zw_pb_x600.png,4,Ródano Sur Châteauneuf-du-Pape Tinto (Francia),15.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Schmitges,Erdener Treppchen Riesling GG Trocken,2022,26.95,4.2,Alemania,1,"Cerdo, Marisco, Aves, Comida picante, Carne adobada",//images.vivino.com/thumbs/OOg0X9qaRwSyIuFaTNepPw_pb_x600.png,5,Riesling (Alemania),12.5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Valiano,Vino in Musica,2018,19.95,4.2,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/A-8arR62QAOasFq99-hzKg_pb_x600.png,5,Toscana Tinto (Italia),14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Feudo Italia,Amarone della Valpolicella,2020,20.75,4.2,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/Nmm7gtXkRbCieBOK6591GQ_pb_x600.png,5,Amarone (Italia),15.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Domaine Laroche,Chablis Premier Cru 'Les Butteaux',2021,31.95,4.2,Francia,1,"Cerdo, Marisco, Pescado azul, Queso tierno y cremoso",//images.vivino.com/thumbs/LIMn7_xkT3SXNqzlKH4fBw_pb_x600.png,5,Borgoña Chablis (Francia),12.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bodegas Diaz Bayo,Nuestro 20 Meses,2015,18.95,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/AF32HUlCT6ikrkV7ZXdEoA_pb_x600.png,5,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Prieurs de la Commanderie,Pomerol,2015,29.95,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/QRQm5yweS1Sh3GNd1zriog_pb_x600.png,4,Burdeos Pomerol (Francia),14.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Château d'Issan,Blason d'Issan Margaux,2017,29.95,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/ZIVuGHz9TRiZYAulooCvwA_pb_x600.png,5,Burdeos Margaux (Francia),13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Maison Carles,Château Haut-Fonrazade Saint-Émilion Grand Cru,2016,19.95,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/Wir_Xrp8Ry6d8zzhc0k9NQ_pb_x600.png,5,Burdeos Saint-Emilion (Francia),15.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Château Gruaud Larose,Sarget de Gruaud Larose Saint-Julien,2018,34.95,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/z3yW0QEyS7aDqnqoUveKZQ_pb_x600.png,4,Burdeos Saint-Julien (Francia),14.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bindi Sergardi,I Colli Chianti Classico Riserva,2019,22.95,4.2,Italia,2,"Ternera, Ternera lechal, Pasta, Carne adobada",//images.vivino.com/thumbs/GLkuIs07QwKfZA5ri_2cbw_pb_x600.png,5,Italian Chianti Classico Red,14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Cailhol Gautran,La Table du Loup Minervois,2020,21.95,4.2,Francia,2,"Ternera, Ternera lechal, Pasta",//images.vivino.com/thumbs/-4o61oCOQeOq1giLTkJcYw_pb_x600.png,5,Languedoc-Roussillon Tinto (Francia),14.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
San Giorgio,Amarone della Valpolicella,2020,21.95,4.2,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/zqRdExWbTfqNJbgDZ4oRcA_pb_x600.png,4,Amarone (Italia),15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Masseria La Volpe,1 Uno Primitivo di Manduria Riserva,2020,12.5,4.2,Italia,2,"Ternera, Cordero, Aves, Pasta",//images.vivino.com/thumbs/MSS3le-ITHWzMJb_dR_Z-A_pb_x600.png,4,Primitivo (Italia),14.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Barbanera,Gigino 80 Anniversario,2019,17.95,4.2,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/jaiieWgTSteoGmmMdE7Eyg_pb_x600.png,5,Toscana Tinto (Italia),14.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Aurelius,Saint-Émilion Grand Cru,2018,27.95,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/-_HG99ENSeOy41usIvu7DA_pb_x600.png,5,Burdeos Saint-Emilion (Francia),14.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Alpasión,Grand Malbec,2019,27.95,4.2,Argentina,2,"Ternera, Cordero",//images.vivino.com/thumbs/fdMddQIIQjKVr7-_0x9BNQ_pb_x600.png,4,Argentinian Uco Valley Malbec Red,15.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Podere Sette,L'Invidio Bolgheri Rosso,2022,18.95,4.2,Italia,2,"Ternera, Cordero, Ternera lechal, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/mAzb1ydST4Cye2tZpDG6eA_pb_x600.png,5,Bolgheri (Italia),14.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Cloudy Bay,Te Koko Sauvignon Blanc,2021,51.95,4.2,New Zealand,1,"Marisco, Vegetariana, Queso de leche de cabra",//images.vivino.com/thumbs/RvdUGkkXQGiYlyCYy5sQ2g_pb_x600.png,4,Sauvignon Blanc (Nueva Zelanda),13.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Puglia Pop,Riccio Verdeca,2023,14.95,4.2,Italia,1,"Marisco, Vegetariana, Aperitivos y tentempiés",//images.vivino.com/thumbs/JCmNfzMuT0Se4P0ek1swSQ_pb_x600.png,5,Sur Italia Blanco,12.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Tenuta Prima Pietra,Prima Pietra,2020,29.95,4.2,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/fEIV28NrRMexFU-DSsSz7Q_pb_x600.png,4,Toscana Tinto (Italia),14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Murviedro,Sericis Cepas Viejas Monastrell,2019,8.9,4.2,España,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/lejjj3FiSq-Q4w7okHrV7A_pb_x600.png,5,Monastrell (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Mauro,Mauro,2022,34.95,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/UIMurhqQQny4hd8hqbwFIw_pb_x600.png,4,Tempranillo (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Viñedos y Bodegas Muñoz,Blas Muñoz Chardonnay,2023,13.2,4.2,España,1,"Cerdo, Vegetariana, Aves, Pescado azul",//images.vivino.com/thumbs/FdaZQ7poT3udEOoCVAhXzg_pb_x600.png,5,Chardonnay (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Olarra,Cerro Añon Reserva Rioja,2019,11.5,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/Q9-k4EE3Q-ylFyU8U-8Qcg_pb_x600.png,6,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Arzuaga,Ribera del Duero Crianza,2021,19.99,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/u_K6vdDZTp2yCKPyw4JO5g_pb_x600.png,4,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Olarra,Cerro Añon Rioja Gran Reserva,2018,15.95,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/zFqj8uYUR3Wvij2nNZgoSw_pb_x600.png,5,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sei Solo,Preludio,2021,27.85,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/utYss9bpRhy87fg99XE0-w_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tinto Pesquera,Crianza,2021,18.25,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/a752NpqASDGyz9ZuOnq0gA_pb_x600.png,5,Ribera del Duero Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Clos Galena,Galena,2019,23.95,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/J6Glnlp8QU2X0eZi-pKPhQ_pb_x600.png,4,Priorat Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Matarromera,Crianza,2020,21.95,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/MVX9CwlLRXK-vLhhZEEICw_pb_x600.png,4,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dehesa del Carrizal,Cabernet Sauvignon,2021,16.95,4.2,España,2,"Ternera, Cordero, Aves",//images.vivino.com/thumbs/2taXRY4uSiKPOuGNiCHaBw_pb_x600.png,5,Cabernet Sauvignon (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
R. López de Heredia,Viña Tondonia Reserva,2010,37.8,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/HqJLl3DxTtOI_0WoDXT7_Q_pb_x600.png,4,Rioja Tinto (España),13.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Atalaya,La Atalaya del Camino,2022,10.46,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/-3cfYiwKToGHMhu4r1TupQ_pb_x600.png,6,Tinto (España),15.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Château des Laurets,Baron Sélection Parcellaire,2016,40.8,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/oKlMNlT2R5SKFZeZTB_rsQ_pb_x600.png,4,Burdeos Saint-Emilion (Francia),13.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Clarke,Le Merle Blanc de Château Clarke Bordeaux Blanc,2023,27.2,4.2,Francia,1,"Cerdo, Vegetariana, Aves, Aperitivos y tentempiés, Pescado blanco",//images.vivino.com/thumbs/cHzjL1fmQNiuTsK-wjsfFw_pb_x600.png,5,Burdeos Blanco (Francia),13.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rupert & Rothschild,Classique,2020,19.36,4.2,Sudáfrica,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/7yK6jxZ9RC6aq7HQBUjt4Q_pb_x600.png,4,Sudáfrica Bordeaux Blend,13.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Nivarius,Valdesabril Viura,2020,43.3,4.2,España,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/D0BDkAkJRi6J14vBChCjww_pb_x600.png,4,Rioja Blanco (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Trus,Punto Geodésico,2020,30.85,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/pFaL_6HmT3q7-ZoNxBUhhA_pb_x600.png,4,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Leda,Viñas Viejas Tempranillo,2019,31.31,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/8dWvzCWTTL-tnxwkFunisQ_pb_x600.png,4,Tempranillo (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Vilano,La Baraja,2019,29.04,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/nzX6rPEoTUa1ua5Znyi_KA_pb_x600.png,4,Ribera del Duero Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Huerto de la Condesa,La Palmera,2021,19.5,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/jrimCXdbSC6ZPxY5Va0dZg_pb_x600.png,5,Syrah (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Luigi Bosca,De Sangre Malbec,2022,20.9,4.2,Argentina,2,"Ternera, Cordero",//images.vivino.com/thumbs/0ZRmLrAbSd2V4fdU1iNkow_pb_x600.png,4,Argentinian Lujan de Cuyo Malbec Red,14.4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Nivarius,Finca la Nevera,2018,21.75,4.2,España,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/KoTTqi-tSpybmjp5iNWTtQ_pb_x600.png,5,Rioja Blanco (España),13.91,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Bodegas Vilano,La Baraja Godello,2023,21.8,4.2,España,1,"Marisco, Aves, Pescado azul, Pescado blanco",//images.vivino.com/thumbs/LAgzFaLqSVa2ci1FBx6y9w_pb_x600.png,4,Spanish Galicia Godello White,13.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Arnegui,Gran Reserva,2013,15.95,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/rRXms_vZQpiIdTlym-FTkA_pb_x600.png,5,Rioja Tinto (España),13.91,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pago Los Balancines,Haragán Reserva Especial,2018,23.15,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/JZolSYrdRailvhh4IJnv0w_pb_x600.png,4,Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Álvaro Palacios,Les Terrasses Laderas de Pizarra,2021,37.45,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/ndNWJfC0TSmRFTNW9_u9OA_pb_x600.png,4,Priorat Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Los Aguilares,Pago El Espino,2021,19.5,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/tabXzlJORRWis6PSdJb_qQ_pb_x600.png,5,Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Alceño,150 Aniversario Monastrell,2021,13.05,4.2,España,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/9xF1X69TSTCl0-a4-eVzpg_pb_x600.png,5,Monastrell (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tobia,Selección de Autor,2020,13.99,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/Gs5-_gYPRo-_x4Ck7XTK8Q_pb_x600.png,5,Rioja Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Emilio Moro,Ribera del Duero,2021,21.5,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/7WZ4aBwyTrSq_DZmFUx6oQ_pb_x600.png,4,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias,2023,22.25,4.2,España,1,"Marisco, Aves, Pescado azul, Pescado blanco",//images.vivino.com/thumbs/03UtSIwOSsmi-yedlvLnsw_pb_x600.png,4,Spanish Galicia Godello White,13.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Castillo Perelada,Finca Malaveïna,2021,20.52,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/0_OG-GJLRw6TpRHBCRO1KA_pb_x600.png,4,Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pico Cuadro,Viña El Chorro,2019,36.55,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/Bki93nixTXe46FrD5oe69A_pb_x600.png,3,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
